text1,compounded,file,split
Anf. 131 LARS GUSTAFSSON (kd) 58,0,/content/corpus/protocols/199899/prot-199899--37.xml,test
Anf. 153 BIRGER HAGÅRD (m):,0,/content/corpus/protocols/199192/prot-199192--128.xml,test
Herr SJÖDAHL:,0,/content/corpus/protocols/1949/prot-1949--fk--13.xml,test
"Greve Lagerbjelke: Herr talman! Jag har begärt ordet för att
            instämma med greve Spens och herr Ekman i deras uttalanden angående
            rätten att göra fideikommiss av vissa samlingar.",1,/content/corpus/protocols/1930/prot-1930--fk--18.xml,test
Herr ANDERSON i Sundsvall (fp):,0,/content/corpus/protocols/1968/prot-1968--ak--14.xml,test
Herr BOHMAN (m) kort genmäle:,0,/content/corpus/protocols/1971/prot-1971--8.xml,test
Anf. 13 HELÉN PETTERSSON i Umeå (S) replik,0,/content/corpus/protocols/201617/prot-201617--80.xml,test
"Fru EWERLÖF (h), som yttrade:",0,/content/corpus/protocols/1955/prot-1955--ak--2.xml,test
Herr BJÖRCK i Nässjö (m):,0,/content/corpus/protocols/1971/prot-1971--86.xml,test
Herr Bagge:,0,/content/corpus/protocols/1937/prot-1937--ak--13.xml,test
Anf. 206 LAHJA EXNER (s) replik:,0,/content/corpus/protocols/199394/prot-199394--73.xml,test
Anf. 83 PER-ARNE HÅKANSSON (S),0,/content/corpus/protocols/201920/prot-201920--3.xml,test
Anf. 18 KARIN RÅGSJÖ (V),0,/content/corpus/protocols/201920/prot-201920--48.xml,test
Anf. 52 ARNE KJÖRNSBERG (s) replik:,0,/content/corpus/protocols/200304/prot-200304--31.xml,test
Herr Uhlén:,0,/content/corpus/protocols/1946/prot-1946--fk--22.xml,test
Anf. 112 SOFIA ARKELSTEN (M) replik,0,/content/corpus/protocols/201718/prot-201718--44.xml,test
Anf. 27 KENNETH G FORSLUND (s) replik:,0,/content/corpus/protocols/200506/prot-200506--102.xml,test
"Herr försvarsministern ANDERSSON erhöll ordet för att besvara
            herr Fågelsbos (c) i kammarens protokoll för den 2 februari intagna
            fråga, nr 46, och anförde:",0,/content/corpus/protocols/1971/prot-1971--23.xml,test
Anf. 35 SOLVEIG ZANDER (C) replik:,0,/content/corpus/protocols/201516/prot-201516--25.xml,test
Anf. 68 JENS HOLM (V) replik:,0,/content/corpus/protocols/201415/prot-201415--104.xml,test
Anf. 75 ELIN SEGERLIND (V),0,/content/corpus/protocols/201819/prot-201819--32.xml,test
Anf. 241 BO KÖNBERG (fp) replik:,0,/content/corpus/protocols/200102/prot-200102--123.xml,test
Anf. 102 SIW WITTGREN-AHL (s):,0,/content/corpus/protocols/200910/prot-200910--135.xml,test
Anf. 75 Statsrådet ANNA JOHANSSON (S),0,/content/corpus/protocols/201516/prot-201516--58.xml,test
Anf. 25 Försvarsminister THAGE G,0,/content/corpus/protocols/199495/prot-199495--60.xml,test
WINBERG (s),0,/content/corpus/protocols/199596/prot-199596--11.xml,test
Anf. 50 LINDA LINDBERG (SD) replik,0,/content/corpus/protocols/202021/prot-202021--136.xml,test
Anf. 112 BJÖRN SAMUELSON (v) replik:,0,/content/corpus/protocols/199293/prot-199293--123.xml,test
Anf. 4 EVA-LENA JANSSON (s):,0,/content/corpus/protocols/200607/prot-200607--120.xml,test
Anf. 42 CECILIA MAGNUSSON (m):,0,/content/corpus/protocols/200405/prot-200405--30.xml,test
Anf. 224 CHRISTER NYLANDER (L) replik,0,/content/corpus/protocols/201516/prot-201516--70.xml,test
Herr BERGH:,0,/content/corpus/protocols/1952/prot-1952-hÃ¶st-fk--30.xml,test
Anf. 76 Kulturminister BIRGIT FRIGGEBO,0,/content/corpus/protocols/199293/prot-199293--95.xml,test
Fru ERIKSSON i Stockholm (s):,0,/content/corpus/protocols/1960/prot-1960--ak--12.xml,test
Anf. 196 MARIE WILÉN (c) replik:,0,/content/corpus/protocols/199798/prot-199798--78.xml,test
Anf. 34 CAMILLA SKÖLD JANS-,0,/content/corpus/protocols/200203/prot-200203--96.xml,test
Herr OLSSON i Gävle:,0,/content/corpus/protocols/1948/prot-1948--ak--2.xml,test
Herr statsrådet LÖFBERG:,0,/content/corpus/protocols/1973/prot-1973--94.xml,test
Anf. 139 EVA JOHNSSON (kd) replik:,0,/content/corpus/protocols/200708/prot-200708--115.xml,test
Anf. 76 JAN-OLOF FRANZÉN (m),0,/content/corpus/protocols/199495/prot-199495--92.xml,test
Herr finansministern STRÄNG:,0,/content/corpus/protocols/1971/prot-1971--96.xml,test
Anf. 129 KERSTIN-MARIA STALIN (mp),0,/content/corpus/protocols/19992000/prot-19992000--96.xml,test
Anf. 17 FREDRIK MALM (FP):,0,/content/corpus/protocols/201415/prot-201415--27.xml,test
Anf. 1 LARS JILMSTAD (M),0,/content/corpus/protocols/202021/prot-202021--45.xml,test
"Herr Jeppsson, som härefter på begäran erhöll ordet, anförde:",0,/content/corpus/protocols/1925/prot-1925--ak--18.xml,test
Anf. 65 ULLA-BRITT HAGSTRÖM (kd):,0,/content/corpus/protocols/200102/prot-200102--100.xml,test
Anf. 117 EMMA WALLRUP (V):,0,/content/corpus/protocols/201415/prot-201415--65.xml,test
Herr NÄSSTRÖM (s):,0,/content/corpus/protocols/1963/prot-1963--fk--20.xml,test
"Chefen för handelsdepartementet, herr statsrådet LANGE:",0,/content/corpus/protocols/1959/prot-1959--ak--3.xml,test
Anf. 25 ELSE-MARIE LINDGREN (kd) replik:,0,/content/corpus/protocols/200910/prot-200910--41.xml,test
Herr Lindblad:,0,/content/corpus/protocols/1929/prot-1929--fk--35.xml,test
Anf. 169 ELIN LUNDGREN (S):,0,/content/corpus/protocols/201011/prot-201011--41.xml,test
Herr MUNKTELL (h);:,0,/content/corpus/protocols/1961/prot-1961--ak--9.xml,test
"Herr HANSON, PER-OLOF, (fp):",0,/content/corpus/protocols/1963/prot-1963-hÃ¶st-fk--34.xml,test
Herr statsrådet Nilsson:,0,/content/corpus/protocols/1937/prot-1937--fk--19.xml,test
Anf. 76 ARNE JANSSON (nyd):,0,/content/corpus/protocols/199394/prot-199394--21.xml,test
Hans excellens herr statsministern Erlander:,0,/content/corpus/protocols/1947/prot-1947--fk--30.xml,test
Anf. 234 KENT PERSSON (V) replik:,0,/content/corpus/protocols/201011/prot-201011--36.xml,test
Herr von Sydow:,0,/content/corpus/protocols/1929/prot-1929--fk--32.xml,test
Anf. 116 HELENA LINDAHL (C),0,/content/corpus/protocols/201718/prot-201718--100.xml,test
Anf. 48 JESPER SKALBERG KARLSSON (M):,0,/content/corpus/protocols/201718/prot-201718--53.xml,test
Herr MOLIN (fp):,0,/content/corpus/protocols/197576/prot-197576--69.xml,test
Herr Sköld:,0,/content/corpus/protocols/1930/prot-1930--ak--43.xml,test
Anf. 13 KATJA NYBERG (SD),0,/content/corpus/protocols/202122/prot-202122--4.xml,test
Anf. 40 Statsminister GÖRAN PERS-,0,/content/corpus/protocols/200203/prot-200203--49.xml,test
Herr Kvarnzelius:,0,/content/corpus/protocols/1932/prot-1932--fk--42.xml,test
Herr MAGNUSSON i Kristinehamn (vpk):,0,/content/corpus/protocols/1973/prot-1973--66.xml,test
Anf. 25 LARS BÄCKSTRÖM (v) replik:,0,/content/corpus/protocols/200506/prot-200506--141.xml,test
Anf. 70 CARL-ERIK SKÅRMAN (m) replik:,0,/content/corpus/protocols/200405/prot-200405--101.xml,test
Anf. 74 PER ÅSLING (c):,0,/content/corpus/protocols/200809/prot-200809--52.xml,test
Anf. 83 MATTIAS JONSSON (S):,0,/content/corpus/protocols/202021/prot-202021--141.xml,test
Anf. 26 BÖRJE NILSSON (s):,0,/content/corpus/protocols/199192/prot-199192--38.xml,test
Anf. 4 Statsminister GÖRAN PERSSON (s) replik:,0,/content/corpus/protocols/200405/prot-200405--13.xml,test
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",0,/content/corpus/protocols/1956/prot-1956--ak--2.xml,test
Anf.91 ELISABET FRANZÉN (mp):,0,/content/corpus/protocols/198990/prot-198990--118.xml,test
Anf. 17 BARBRO SANDBERG (fp):,0,/content/corpus/protocols/198586/prot-198586--153.xml,test
Herr Håstad:,0,/content/corpus/protocols/1944/prot-1944--ak--19.xml,test
"Chefen för inrikesdepartementet, herr statsrådet JOHANSSON, som
            yttrade:",0,/content/corpus/protocols/1958/prot-1958-b-ak--14.xml,test
Anf. 181 ANDERS KARLSSON (s) replik:,0,/content/corpus/protocols/200809/prot-200809--14.xml,test
Anf. 54 Statsrådet ALF SVENSSON (kds):,0,/content/corpus/protocols/199192/prot-199192--55.xml,test
Fru statsrådet HJELM-WALLÉN:,0,/content/corpus/protocols/1975/prot-1975--49.xml,test
Anf. 52 GUNILLA ANDRÉ (c):,0,/content/corpus/protocols/198687/prot-198687--41.xml,test
Anf. 132 TREDJE VICE TALMANNEN,0,/content/corpus/protocols/202021/prot-202021--109.xml,test
Anf. 220 JOHAN PEHRSON (fp) replik:,0,/content/corpus/protocols/200809/prot-200809--86.xml,test
Herr GUSTAFSSON i Byske (c):,0,/content/corpus/protocols/1973/prot-1973--34.xml,test
Anf. 96 LARS-ERIK LÖVDÉN (s) replik:,0,/content/corpus/protocols/199293/prot-199293--87.xml,test
Anf. 32 GUNNAR BJÖRK (c):,0,/content/corpus/protocols/199091/prot-199091--46.xml,test
Anf. 23 SVEN BERGSTRÖM (c):,0,/content/corpus/protocols/200910/prot-200910--93.xml,test
Anf. 82 ISAK FROM (S),0,/content/corpus/protocols/202122/prot-202122--4.xml,test
Herr BÖRJESSON i Glömminge (cp) kort genmäle:,0,/content/corpus/protocols/1968/prot-1968-hÃ¶st-ak--44.xml,test
Herr FÄLLDIN (c):,0,/content/corpus/protocols/1971/prot-1971--118.xml,test
Herr MÖLLER i Gävle (s):,0,/content/corpus/protocols/1972/prot-1972--17.xml,test
Anf. 208 Näringsminister THOMAS ÖSTROS (s) replik:,0,/content/corpus/protocols/200405/prot-200405--47.xml,test
Herr JOHNSSON i Blentarp (s):,0,/content/corpus/protocols/197677/prot-197677--131.xml,test
Herr SKOGLUND (s):,0,/content/corpus/protocols/1969/prot-1969--ak--10.xml,test
Anf. 37 LARS-IVAR ERICSON (c):,0,/content/corpus/protocols/200607/prot-200607--57.xml,test
Anf. 25 OLLE THORELL (S) replik,0,/content/corpus/protocols/201819/prot-201819--108.xml,test
Anf. 347 Statsrådet ANNA HEDBORG (s):,0,/content/corpus/protocols/199495/prot-199495--10.xml,test
Herr TALMANNEN yttrade:,0,/content/corpus/protocols/1956/prot-1956-hÃ¶st-ak--33.xml,test
Anf. 103 Jordbruksminister ESKIL ERLANDSSON (c):,0,/content/corpus/protocols/200607/prot-200607--127.xml,test
Anf. 59 ULF BERG (M),0,/content/corpus/protocols/201415/prot-201415--65.xml,test
Herr FREDRIKSSON (s):,0,/content/corpus/protocols/1973/prot-1973--33.xml,test
Anf. 97 ARNE KJÖRNSBERG (s) replik:,0,/content/corpus/protocols/200304/prot-200304--87.xml,test
"Chefen för kommunikationsdepartementet, herr statsrådet ANDERSSON,
            som anförde:",0,/content/corpus/protocols/1953/prot-1953-hÃ¶st-ak--26.xml,test
Anf. 69 JOAR FORSSELL (L),0,/content/corpus/protocols/201819/prot-201819--94.xml,test
Herr JANSSON i Aspeboda:,0,/content/corpus/protocols/1950/prot-1950--ak--14.xml,test
ANNA-GRETA LEIJON (s):,0,/content/corpus/protocols/197879/prot-197879--144.xml,test
Herr statsrådet Bagge:,0,/content/corpus/protocols/1942/prot-1942--fk--11.xml,test
Anf. 115 ARON MODIG (KD):,0,/content/corpus/protocols/201617/prot-201617--101.xml,test
Anf. 68 Socialminister BENGT WESTERBERG (fp):,0,/content/corpus/protocols/199293/prot-199293--20.xml,test
Anf. 222 PER BILL (m) replik:,0,/content/corpus/protocols/200708/prot-200708--127.xml,test
Anf. 122 TALMANNEN:,0,/content/corpus/protocols/199697/prot-199697--95.xml,test
Anf. 102 STEN-OVE SUNDSTRÖM (s):,0,/content/corpus/protocols/198485/prot-198485--23.xml,test
Anf. 64 ANITA BRODÉN (FP):,0,/content/corpus/protocols/201112/prot-201112--40.xml,test
Herr Heiding:,0,/content/corpus/protocols/1939/prot-1939--fk--37.xml,test
Anf. 6 ALLAN WIDMAN (L),0,/content/corpus/protocols/201819/prot-201819--51.xml,test
Herr SNYGG (s):,0,/content/corpus/protocols/1959/prot-1959--fk--11.xml,test
Herr Olofsson i Digernäs:,0,/content/corpus/protocols/1924/prot-1924--ak--14.xml,test
Anf. 15 CATHARINA BRÅKENHIELM (S) replik,0,/content/corpus/protocols/201617/prot-201617--126.xml,test
KARL-ERIK PERSSON (vpk) replik:,0,/content/corpus/protocols/198990/prot-198990--21.xml,test
Anf. 73 Statsrådet BERIT ANDNOR (s):,0,/content/corpus/protocols/200203/prot-200203--86.xml,test
Anf. 61 LENA HJELM-WALLÉN (s):,0,/content/corpus/protocols/199293/prot-199293--73.xml,test
THAM (s),0,/content/corpus/protocols/199495/prot-199495--106.xml,test
"Chefen för handelsdepartementet, herr statsrådet LANGE:",0,/content/corpus/protocols/1964/prot-1964-hÃ¶st-ak--41.xml,test
Herr Leo:,0,/content/corpus/protocols/1928/prot-1928--ak--32.xml,test
Anf. 34 SAILA QUICKLUND (M) replik:,0,/content/corpus/protocols/201314/prot-201314--82.xml,test
Anf. 173 Statsrådet MONA SAHLIN (s),0,/content/corpus/protocols/200203/prot-200203--14.xml,test
Anf. 15 Statsminister INGVAR CARLSSON:,0,/content/corpus/protocols/198788/prot-198788--61.xml,test
Anf. 60 Statsrådet ÅSA TORSTENSSON (c):,0,/content/corpus/protocols/200708/prot-200708--54.xml,test
Herr Heiding:,0,/content/corpus/protocols/1945/prot-1945--fk--28.xml,test
Herr Pettersson i Hällbacken:,0,/content/corpus/protocols/1926/prot-1926--ak--12.xml,test
Anf. 6 GUNNEL JONÄNG (c):,0,/content/corpus/protocols/198485/prot-198485--31.xml,test
Anf. 168 KARIN RÅGSJÖ (V) replik,0,/content/corpus/protocols/201819/prot-201819--84.xml,test
Herr ALEXANDERSON (fp):,0,/content/corpus/protocols/1963/prot-1963--fk--27.xml,test
Anf. 45 ALIREZA AKHONDI (C) replik:,0,/content/corpus/protocols/202122/prot-202122--46.xml,test
Anf. 88 INGE CARLSSON (s):,0,/content/corpus/protocols/200102/prot-200102--64.xml,test
Anf. 64 ALICE ÅSTRÖM (v) replik:,0,/content/corpus/protocols/200304/prot-200304--49.xml,test
Anf. 153 TALMANNEN:,0,/content/corpus/protocols/199293/prot-199293--45.xml,test
Anf. 5 MARIA WEIMER (L):,0,/content/corpus/protocols/201617/prot-201617--108.xml,test
Anf. 2 PIERRE SCHORI (s):,0,/content/corpus/protocols/199293/prot-199293--99.xml,test
Anf. 221 ÅKE SANDSTRÖM (c):,0,/content/corpus/protocols/19992000/prot-19992000--92.xml,test
Anf. 133 BEATRICE ASK (m),0,/content/corpus/protocols/199596/prot-199596--52.xml,test
Anf. 14 KATARINA KÖHLER (S),0,/content/corpus/protocols/201415/prot-201415--25.xml,test
Anf. 134 Statsrådet ISABELLA LÖVIN (MP) replik:,0,/content/corpus/protocols/201718/prot-201718--56.xml,test
Herr ÅKERSTRÖM (s):,0,/content/corpus/protocols/1958/prot-1958-b-ak--15.xml,test
Anf. 80 ELIN LUNDGREN (S):,0,/content/corpus/protocols/201011/prot-201011--83.xml,test
Anf. 124 CLAES VÄSTERTEG (c):,0,/content/corpus/protocols/200809/prot-200809--17.xml,test
Herr HÅSTAD (h):,0,/content/corpus/protocols/1959/prot-1959--ak--6.xml,test
Herr KÄLLQVIST (fp):,0,/content/corpus/protocols/1960/prot-1960--fk--11.xml,test
Anf. 77 KATARINA BRÄNNSTRÖM (M):,0,/content/corpus/protocols/201213/prot-201213--124.xml,test
Anf. 80 BIRGITTA AHLQVIST (s) replik:,0,/content/corpus/protocols/200405/prot-200405--139.xml,test
Anf. 53 Arbetsmarknadsminister EVA NORDMARK (S):,0,/content/corpus/protocols/202021/prot-202021--106.xml,test
Herr JOHANSSON i Trollhättan (s):,0,/content/corpus/protocols/1971/prot-1971--87.xml,test
Anf. 38 ANDERS BJÖRCK (m):,0,/content/corpus/protocols/198283/prot-198283--154.xml,test
Anf. 29 Utbildnings- och kulturminister LEIF PAGROTSKY (s):,0,/content/corpus/protocols/200506/prot-200506--34.xml,test
Anf. 58 PER-INGVAR JOHNSSON (C),0,/content/corpus/protocols/201516/prot-201516--118.xml,test
Herr ALEXANDERSON (fp):,0,/content/corpus/protocols/1970/prot-1970--fk--10.xml,test
Anf. 101 Socialminister LARS ENG-QVIST (s):,0,/content/corpus/protocols/200203/prot-200203--57.xml,test
Anf. 16 OSKAR LINDKVIST (s) replik:,0,/content/corpus/protocols/198384/prot-198384--132.xml,test
Anf. 35 OLA KARLSSON (m):,0,/content/corpus/protocols/199697/prot-199697--65.xml,test
Anf. 24 KRISTER ÖRNFJÄDER (s):,0,/content/corpus/protocols/200607/prot-200607--77.xml,test
Fru ERIKSSON i Stockhohmn (s):,0,/content/corpus/protocols/1964/prot-1964--ak--15.xml,test
Anf. 34 INGA BERGGREN (m):,0,/content/corpus/protocols/19992000/prot-19992000--38.xml,test
"Herr Holmström, som på begäran erhöll ordet för kort genmäle,
            yttrade:",0,/content/corpus/protocols/1947/prot-1947--ak--9.xml,test
Anf. 75 PER ROSENGREN (v) replik:,0,/content/corpus/protocols/200102/prot-200102--81.xml,test
Anf. 181 VIOLA CLAESSON (vpk) replik:,0,/content/corpus/protocols/198889/prot-198889--95.xml,test
Anf. 89 GUDRUN LINDVALL (mp),0,/content/corpus/protocols/199495/prot-199495--120.xml,test
Anf. 70 LARS BECKMAN (M):,0,/content/corpus/protocols/201920/prot-201920--46.xml,test
Anf. 67 EWA HEDKVIST PETERSEN (s):,0,/content/corpus/protocols/199091/prot-199091--83.xml,test
Anf. 167 MAGNUS JACOBSSON (kd),0,/content/corpus/protocols/200102/prot-200102--115.xml,test
Anf. 33 Utrikesminister CARL BILDT (m):,0,/content/corpus/protocols/200708/prot-200708--139.xml,test
Anf. 127 ANDERS BENGTSSON (s),0,/content/corpus/protocols/200203/prot-200203--66.xml,test
Anf. 18 Statsminister CARL BILDT (m):,0,/content/corpus/protocols/199192/prot-199192--8.xml,test
Anf. 145 JOHAN PEHRSON (FP) replik:,0,/content/corpus/protocols/201415/prot-201415--59.xml,test
Herr Ericsson i Kinna:,0,/content/corpus/protocols/1943/prot-1943-hÃ¶st-ak--35.xml,test
KENT LUNDGREN (mp):,0,/content/corpus/protocols/198990/prot-198990--31.xml,test
Anf. 9 Statsrådet GÖRAN PERSSON (s):,0,/content/corpus/protocols/199091/prot-199091--73.xml,test
Anf. 219 CARL-ERIK SKÅRMAN (m) replik:,0,/content/corpus/protocols/200405/prot-200405--131.xml,test
Anf. 47 HARALD NORDLUND (fp) replik:,0,/content/corpus/protocols/199899/prot-199899--87.xml,test
Herr NORMAN (s):,0,/content/corpus/protocols/1953/prot-1953--fk--15.xml,test
Herr Almkvist:,0,/content/corpus/protocols/1930/prot-1930--fk--32.xml,test
Anf. 28 Socialminister GERTRUD SIGURDSEN:,0,/content/corpus/protocols/198889/prot-198889--18.xml,test
"Chefen för handelsdepartementet, herr statsrådet ERICSSON, erhöll
            på begäran ordet för att besvara herr Janssons i Benestad interpellation
            i anledning av höjningarna av priset på kaffe.",0,/content/corpus/protocols/1954/prot-1954--ak--4.xml,test
Herr Lindskog:,0,/content/corpus/protocols/1936/prot-1936--ak--30.xml,test
Anf. 42 Statsrådet TOBIAS BILLSTRÖM (m):,0,/content/corpus/protocols/200607/prot-200607--128.xml,test
Anf. 16 JOHAN LÖFSTRAND (S) replik,0,/content/corpus/protocols/201415/prot-201415--36.xml,test
Anf. 13 LARS GUSTAFSSON (s) replik:,0,/content/corpus/protocols/198687/prot-198687--131.xml,test
Anf. 21 Finansminister ERIK,0,/content/corpus/protocols/199596/prot-199596--95.xml,test
Anf. 125 STINA BERGSTRÖM (MP) replik:,0,/content/corpus/protocols/201112/prot-201112--94.xml,test
Anf. 199 VIVIANN GERDIN (c) replik:,0,/content/corpus/protocols/200405/prot-200405--72.xml,test
"Greve Spens: Endast ett par ord i anledning av den siste ärade
              talarens yttrande. Herr Löfgren anmärkte mot reservanterna, att
              de hade föreslagit en",1,/content/corpus/protocols/1931/prot-1931--fk--17.xml,test
Anf. 172 SOFIA LARSEN (c) replik:,0,/content/corpus/protocols/200910/prot-200910--47.xml,test
Herr RINGABY (m) kort genmäle:,0,/content/corpus/protocols/1973/prot-1973--93.xml,test
Anf. 24 PAULA BIELER (SD) replik,0,/content/corpus/protocols/201819/prot-201819--30.xml,test
Herr GUSTAFSSON i Borås (fp):,0,/content/corpus/protocols/1954/prot-1954--ak--23.xml,test
"Herr KARLSSON, GUSTAF (s):",0,/content/corpus/protocols/1953/prot-1953--fk--17.xml,test
Herr AHLMARK (fp):,0,/content/corpus/protocols/1968/prot-1968--fk--10.xml,test
Herr Örne:,0,/content/corpus/protocols/1932/prot-1932--fk--25.xml,test
Anf. 88 OLLE FELTEN (SD),0,/content/corpus/protocols/201718/prot-201718--39.xml,test
Anf. 76 TOMMY FRANZÉN (vpk):,0,/content/corpus/protocols/198384/prot-198384--159.xml,test
Anf. 79 BETTY MALMBERG (M) replik,0,/content/corpus/protocols/201617/prot-201617--92.xml,test
Anf. 82 YVONNE RUWAIDA (mp),0,/content/corpus/protocols/199495/prot-199495--52.xml,test
Herr Andersson i Stockholm:,0,/content/corpus/protocols/1932/prot-1932--ak--40.xml,test
Anf. 21 MARIE ENGSTRÖM (v):,0,/content/corpus/protocols/200809/prot-200809--57.xml,test
Herr WESTBERG (fp):,0,/content/corpus/protocols/1967/prot-1967--ak--26.xml,test
Anf. 131 ALIREZA AKHONDI (C):,0,/content/corpus/protocols/201819/prot-201819--34.xml,test
Herr BLIDFORS (s) kort genmäle:,0,/content/corpus/protocols/1955/prot-1955--ak--20.xml,test
Herr WESTBERG i Ljusdal (fp):,0,/content/corpus/protocols/1972/prot-1972--125.xml,test
Herr TURESSON (h):,0,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--42.xml,test
Anf. 10 HANS WALLMARK (M),0,/content/corpus/protocols/202021/prot-202021--77.xml,test
"Fru OLSSON, ELVY, (cp):",0,/content/corpus/protocols/1968/prot-1968--fk--23.xml,test
Herr NIHLFORS (fp):,0,/content/corpus/protocols/1965/prot-1965-hÃ¶st-ak--39.xml,test
Anf. 53 MARIANNE ANDERSSON (c):,0,/content/corpus/protocols/199293/prot-199293--59.xml,test
Anf. 105 JAN-EVERT RÅDHSTRÖM (M) replik:,0,/content/corpus/protocols/201112/prot-201112--121.xml,test
Anf. 4 KARIN ENSTRÖM (M),0,/content/corpus/protocols/201516/prot-201516--66.xml,test
Herr ARRHÉN (h):,0,/content/corpus/protocols/1956/prot-1956--fk--18.xml,test
Anf. 107 CARIN LUNDBERG (s):,0,/content/corpus/protocols/200102/prot-200102--119.xml,test
Anf. 79 Utrikesminister ANN LINDE (S),0,/content/corpus/protocols/202021/prot-202021--117.xml,test
Anf. 109 BENGT-OLA RYTTAR (s) replik:,0,/content/corpus/protocols/200001/prot-200001--113.xml,test
Herr bostadsministern CARLSSON:,0,/content/corpus/protocols/1974/prot-1974--21.xml,test
Herr ÖSTLUND (h):,0,/content/corpus/protocols/1961/prot-1961--ak--24.xml,test
Anf. 49 ALEXANDRA ANSTRELL (M):,0,/content/corpus/protocols/201920/prot-201920--36.xml,test
Anf. 65 ULF HOLM (mp) replik:,0,/content/corpus/protocols/200910/prot-200910--72.xml,test
Anf. 252 SYLVIA LINDGREN (s) replik:,0,/content/corpus/protocols/199899/prot-199899--109.xml,test
Anf. 39 JÖRGEN WARBORN (M),0,/content/corpus/protocols/201516/prot-201516--58.xml,test
Anf. 90 RAGNHILD POHANKA (mp):,0,/content/corpus/protocols/199091/prot-199091--96.xml,test
9 $ Anf. 9 TREDJE VICE TALMANNEN:,0,/content/corpus/protocols/198586/prot-198586--133.xml,test
Herr Mannerskantz:,0,/content/corpus/protocols/1938/prot-1938--fk--38.xml,test
Anf. 20 AGNETA LUNDBERG (s) replik:,0,/content/corpus/protocols/19992000/prot-19992000--116.xml,test
Anf. 154 AMANDA PALMSTIERNA (MP) replik:,0,/content/corpus/protocols/202021/prot-202021--111.xml,test
Herr statsrådet MOBERG:,0,/content/corpus/protocols/1968/prot-1968--ak--12.xml,test
Herr Hollertz:,0,/content/corpus/protocols/1930/prot-1930--ak--26.xml,test
Anf. 21 HUGO BERGDAHL (fp):,0,/content/corpus/protocols/198283/prot-198283--123.xml,test
Herr Jonsson i Eskilstuna:,0,/content/corpus/protocols/1943/prot-1943--ak--17.xml,test
(fp):,0,/content/corpus/protocols/199091/prot-199091--123.xml,test
Herr HANSSON i Skegrie:,0,/content/corpus/protocols/1949/prot-1949--ak--12.xml,test
Herr ARRHÉN (h) kort genmäle:,0,/content/corpus/protocols/1956/prot-1956-hÃ¶st-fk--33.xml,test
Anf. 86 KENNETH JOHANSSON (c) replik:,0,/content/corpus/protocols/200405/prot-200405--140.xml,test
Herr Månsson i Furuvik:,0,/content/corpus/protocols/1928/prot-1928--ak--32.xml,test
Anf. 85 DENNIS DIOUKAREV (SD),0,/content/corpus/protocols/202021/prot-202021--74.xml,test
Anf. 25 INGA-BRITT JOHANSSON (s):,0,/content/corpus/protocols/198687/prot-198687--74.xml,test
Anf. 2 MATHEUS ENHOLM (SD),0,/content/corpus/protocols/201920/prot-201920--44.xml,test
Anf. 46 TREDJE VICE TALMANNEN:,0,/content/corpus/protocols/200203/prot-200203--57.xml,test
VALL (s):,0,/content/corpus/protocols/19992000/prot-19992000--82.xml,test
Anf. 61 CARINA OHLSSON (s):,0,/content/corpus/protocols/200708/prot-200708--33.xml,test
HALVARSSON (s) replik,0,/content/corpus/protocols/199495/prot-199495--119.xml,test
Anf. 81 LENNART ALSÉN (fp):,0,/content/corpus/protocols/198687/prot-198687--104.xml,test
Anf. 12 Justitieminister BEATRICE ASK (M):,0,/content/corpus/protocols/201112/prot-201112--138.xml,test
Anf . 62 MONICA GREEN (S):,0,/content/corpus/protocols/201415/prot-201415--77.xml,test
INGA LANTZ (vpk):,0,/content/corpus/protocols/197980/prot-197980--40.xml,test
Herr Olsson i Kullenbergstorp:,0,/content/corpus/protocols/1922/prot-1922--ak--32.xml,test
KARIN NORDLANDER (vpk):,0,/content/corpus/protocols/197879/prot-197879--28.xml,test
GUNILLA ANDRÉ (c) kort genmäle:,0,/content/corpus/protocols/197879/prot-197879--52.xml,test
Fru GÄRDE WIDEMAR (fp):,0,/content/corpus/protocols/1966/prot-1966--ak--24.xml,test
Anf. 18 ARON EMILSSON (SD),0,/content/corpus/protocols/202021/prot-202021--46.xml,test
Anf. 112 HANS WALLMARK (m) replik:,0,/content/corpus/protocols/200708/prot-200708--88.xml,test
Anf. 49 HELENA LINDAHL (C):,0,/content/corpus/protocols/201112/prot-201112--18.xml,test
Anf. 50 Närings- och innovationsminister MIKAEL DAMBERG (S) replik:,0,/content/corpus/protocols/201516/prot-201516--85.xml,test
Herr Kvarnzelius:,0,/content/corpus/protocols/1924/prot-1924--fk--16.xml,test
Anf. 130 BARBRO WESTERHOLM (L) replik,0,/content/corpus/protocols/201516/prot-201516--40.xml,test
Anf. 40 INGELA MÅRTENSSON (fp):,0,/content/corpus/protocols/199091/prot-199091--10.xml,test
Anf. 86 STAFFAN DANIELSSON (C):,0,/content/corpus/protocols/201718/prot-201718--39.xml,test
Anf. 100 ULF MELIN (m):,0,/content/corpus/protocols/198990/prot-198990--114.xml,test
Anf. 56 KJELL-ARNE OTTOSSON (KD),0,/content/corpus/protocols/201920/prot-201920--66.xml,test
Anf. 105 ALICE ÅSTRÖM (v):,0,/content/corpus/protocols/199899/prot-199899--34.xml,test
